timestamp,open,high,low,close,volume
2023-01-01 00:00:00,16500,16510,16490,16505,100
2023-01-01 00:01:00,16505,16520,16500,16515,120
2023-01-01 00:02:00,16515,16530,16510,16525,110
2023-01-01 00:03:00,16525,16535,16520,16530,130
2023-01-01 00:04:00,16530,16540,16525,16535,140
2023-01-01 00:05:00,16535,16550,16530,16545,150
2023-01-01 00:06:00,16545,16555,16540,16550,160
2023-01-01 00:07:00,16550,16560,16545,16555,170
2023-01-01 00:08:00,16555,16565,16550,16560,180
2023-01-01 00:09:00,16560,16570,16555,16565,190
2023-01-01 00:10:00,16565,16575,16560,16570,200
